name,english_name,operator,power,source,method,wikidata_id,latitude,longitude,municipality,county,country
Bergvind Lingbo,,Åmot-Lingbo Vindkraft AB,,wind,wind_turbine,,,,,,
Betsele kraftstation,,,,hydro,,,,,,,
Betåsberget,,,,wind,wind_turbine,,,,,,
Bjurfors nedre,,,,hydro,,,,,,,
Bjäresjö,,Söderslätts Vind Investment AB,,wind,wind_turbine,,,,,,
Björka,,,,wind,wind_turbine,,,,,,
Björkvattnet,,Treblade Björkvattnet AB,,wind,wind_turbine,,,,,,
Björna kraftstation,,,,hydro,,,,,,,
Björnberget,,RES Renewable Norden AB,,wind,,,,,,,
Björnlandhöjden,,Nysäter Wind AB,,wind,wind_turbine,,,,,,
Björsdamms kraftstation,,,,hydro,,,,,,,
Blackfjället,,Stavro Vind Aktiebolag,,wind,wind_turbine,,,,,,
Blakliden Vindkraftpark,,Vattenfall Vindkraft AB,,wind,wind_turbine,,,,,,
Blakliden Vindkraftpark,,Vattenfall Vindkraft AB,,wind,wind_turbine,,,,,,
Blekhem,,Arise Windfarm 4 AB,,wind,wind_turbine,,,,,,
Bliekevare,,EnBW Sverige Vind AB,,wind,wind_turbine,,,,,,
Blikstorps kraftverk,,,,hydro,,,,,,,
Blixbol kraftstation,,,,hydro,water-storage,,,,,,
Blodrotberget,,Stavro Vind Aktiebolag,,wind,wind_turbine,,,,,,
Blyberg,,,,hydro,,Q81049473,,,,,
Bodum,,,,hydro,,,,,,,
Bohult,,Arise Windpower AB,,wind,wind_turbine,,,,,,
Bolstads-Prästgård 1,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Bondegärde,,Bondegärde Vindpark AB,,wind,wind_turbine,,,,,,
Bondön,,,,wind,,,,,,,
Borgforsens kraftstation,,,,hydro,,,,,,,
Borgviks kraftstation,,,,hydro,run-of-the-river,,,,,,
Borgärdets Kraftverk,,,,hydro,,,,,,,
Bornforsen,,,,hydro,,,,,,,
Bosgårdens kraftverk,,,,hydro,,,,,,,
Bossgården (Galneryd),,ewz Atlantic Sverige AB,,wind,wind_turbine,,,,,,
Brahehus,,Brahehus Vind AB,,wind,wind_turbine,,,,,,
Brantafors kraftstation,,E.ON Vattenkraft,,hydro,run-of-the-river,,,,,,
Brasmaviken,,Brasvind AB,,wind,wind_turbine,,,,,,
Brattmyrliden - Lidenprojekten,,Brattmyrliden Vind AB,,wind,wind_turbine,,,,,,
Brattön,,Brattön Vind AB,,wind,wind_turbine,,,,,,
Bredstorp Solcellspark,,Tranås Energi AB,,solar,photovoltaic,,,,,,
Brista värmekraftverk,,Stockholm Exergi,,biomass,combustion,Q10435653,,,,,
Bro,,,,hydro,run-of-the-river,,,,,,
Brokvarns kraftstation,,,,hydro,run-of-the-river,,,,,,
Brostorp-Snogeröd,,,,wind,wind_turbine,,,,,,
Brotorp,,Arise Windpower AB,,wind,wind_turbine,,,,,,
Brunsmo Vindkraftpark,,Arise Windpower AB,,wind,wind_turbine,,,,,,
Brännlidens vindkraftspark,,,,wind,,,,,,,
"Bräntet, Solberg",,Solberg Vindkraft AB,,wind,wind_turbine,,,,,,
Bröcklingsberget 1,,FP Lux Wind Bröcklingberget AB,,wind,wind_turbine,,,,,,
Bröcklingsberget 2,,FP Lux Wind Bröcklingberget AB,,wind,wind_turbine,,,,,,
Brönneslöv,,Slitevind AB,,wind,wind_turbine,,,,,,
Brönnestad-Hönsinge,,Vindenergi Syd AB,,wind,wind_turbine,,,,,,
Bursnäs kraftstation,,,,hydro,,,,,,,
Byarforsen,,,,hydro,,,,,,,
Bygdens solhage,,Dala Energi,,solar,photovoltaic,,,,,,
Byråsen,,,,wind,wind_turbine,,,,,,
Bäckebo,,,,hydro,,,,,,,
Bågede kraftverk,,,,hydro,run-of-the-river,,,,,,
Bålforsens Kraftverk,,,,hydro,,,,,,,
Båtfors,,,,hydro,,,,,,,
Båthusströmmen,,,,hydro,water-storage,,,,,,
Bösjövarden,,OX2 AB,,wind,wind_turbine,,,,,,
Dabbsjö,,,,hydro,run-of-the-river,,,,,,
Dal,,Gamesa Energy Sweden AB,,wind,wind_turbine,,,,,,
Dala Järna kraftstation,,,,hydro,water-storage,,,,,,
Dalstuga kraftverk,,,,hydro,,,,,,,
Dammån,,,,hydro,run-of-the-river,,,,,,
Degerforsens Kraftverk,,,,hydro,,,,,,,
Digerberget 1.,,Wallenstam Energi AB,,wind,wind_turbine,,,,,,
Dragaliden,,,,wind,wind_turbine,,,,,,
Dönje,,,,hydro,water-storage,,,,,,
ENTORP / 5690-1,,Agrivind AB,,wind,wind_turbine,,,,,,
Edensforsens Kraftverk,,,,hydro,,,,,,,
Edsele,,,,hydro,,,,,,,
Edänge,,,,hydro,,,,,,,
Egby,,Egby Vindkraftverk AB,,wind,wind_turbine,,,,,,
Egby 2,,Universal Power AB,,wind,wind_turbine,,,,,,
Ekekullen Dintestorp,,,,wind,wind_turbine,,,,,,
Eldforsens kraftstation,,,,hydro,water-storage,,,,,,
Em,,,,wind,wind_turbine,,,,,,
Enviksberget,,Enviksbergets Vindpark AB,,wind,wind_turbine,,,,,,
Eolus Vind,,Hyringa Vind AB,,wind,wind_turbine,,,,,,
Erikshester,,Smålands Miljöenergi AB,,wind,wind_turbine,,,,,,
Erikstads-Björnebol,,Dalboslättens Vind AB,,wind,wind_turbine,,,,,,
Ersträsk,,Enercon GmbH,,wind,wind_turbine,,,,,,
Ersträsk,,,,wind,wind_turbine,,,,,,
Everöd Vindkraftpark,,,,wind,wind_turbine,,,,,,
Fanbyn,,Norrvinden Första Förvaltning AB,,wind,wind_turbine,,,,,,
Finnhyttan,,Dala Vind AB,,wind,wind_turbine,,,,,,
Fittjaverket,,Söderenergi,,biomass,combustion,Q125858238,,,,,
Fjelie-Laxmans Åkarp,,Västanby AB,,wind,wind_turbine,,,,,,
Fjälkinge,,Svinaberga Väderspänning AB,,wind,wind_turbine,,,,,,
Fjällberget,,Fjällberget Energi AB,,wind,wind_turbine,,,,,,
Fjällboheden vindpark,,Fjällboheden Vind AB,,wind,wind_turbine,,,,,,
Fjällsjö,,,,hydro,,,,,,,
Flåsjö kraftverk,,,,hydro,water-storage,,,,,,
Forsmo,,,,hydro,,,,,,,
Forsse,,,,hydro,,,,,,,
Fossumsberg kraftstation,,Uddevalla Energi,,hydro,,,,,,,
Fredriksdal,,,,wind,wind_turbine,,,,,,
Fridafors nedre kraftstation,,,,hydro,run-of-the-river,,,,,,
Fridafors övre kraftstation,,,,hydro,run-of-the-river,,,,,,
Fridene,,Carlssons Täckdikning AB,,wind,wind_turbine,,,,,,
Frotorp,,,,wind,wind_turbine,,,,,,
Fröreda,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Furuby,,Furukraft AB,,wind,wind_turbine,,,,,,
Furudal,,,,hydro,run-of-the-river,,,,,,
Fäbodberget,,Vattenfall Vindkraft Sverige AB,,wind,wind_turbine,,,,,,
Fäbodberget Vindkraftpark,,,,wind,wind_turbine,,,,,,
Fäbodliden,,Fäbodliden Vindkraft AB,,wind,,,,,,,
Fågelbacka,,Dalboslättens Vind AB,,wind,wind_turbine,,,,,,
Fågelås-Torp,,,,wind,wind_turbine,,,,,,
Fåleberg,,,,wind,wind_turbine,,,,,,
Gabrielsberget,,,,wind,wind_turbine,,,,,,
Gammelänge kraftstation,,,,hydro,,,,,,,
Gardikfors kraftstation,,,,hydro,water-storage,,,,,,
Gejmåns kraftstation,,,,hydro,water-storage,,,,,,
"Getaryggen, Söderryd, Stora Björstorp",,ewz Atlantic Sverige AB,,wind,wind_turbine,,,,,,
Gettnabo 1,,Arise Windfarm 5 AB,,wind,wind_turbine,,,,,,
Gislöv,,Gislövs Vind AB,,wind,wind_turbine,,,,,,
Glava Energy Center,,,,solar,,,,,,,
Glimminge,,Glimminge Vindsamfällighetsförening,,wind,wind_turbine,,,,,,
Granberget 1,,,,wind,wind_turbine,,,,,,
Granberget 2,,,,wind,wind_turbine,,,,,,
Granfors,,,,hydro,,,,,,,
Graninge,,,,hydro,,,,,,,
Granö kraftverk,,Uniper Sverige AB,,hydro,run-of-the-river,,,,,,
Grinstads-Hagen 2 öst,,Slättens Vind ek för,,wind,wind_turbine,,,,,,
Groröd kraftstation,,Uddevalla Energi,,hydro,,,,,,,
Grundfors kraftstation,,,,hydro,,Q10509120,64.96206389,17.57798889,,,Sweden
Grytfors,,,,hydro,,,,,,,
Gräshult,,Vindia AB,,wind,wind_turbine,,,,,,
Gråda kraftverk,,,,hydro,,Q65194586,60.603888888,15.015,Gagnef Municipality,Dalarna County,Sweden
Grötlingbo Uddvide Domerarve,,,,wind,wind_turbine,,,,,,
Gubbseleforsen/Vilhelmina,,,,hydro,,,,,,,
Gulsele kraftverk,,,,hydro,,,,,,,
Gummaråsen,,Varberg Energi AB,,wind,wind_turbine,,,,,,
Gunillaberg,,Vindpark Gunillaberg AB,,wind,wind_turbine,,,,,,
Gunnarstorp,,Gunnarstorp Vind AB,,wind,wind_turbine,,,,,,
Gunnarstorp,,Lilla Årås Vindpark AB,,wind,wind_turbine,,,,,,
Gunnestorp,,Gunnestorps Miljö Energi AB,,wind,wind_turbine,,,,,,
Gunnön,,Karlshamn Energi Elförsäljning AB,,wind,wind_turbine,,,,,,
Gärds-Köpinge,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Gärdshyttan,,,,wind,wind_turbine,,,,,,
Gärdslösa,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Gävunda kraftstation,,,,hydro,,,,,,,
Gåxsjö-Raftsjöhöjden,,,,wind,wind_turbine,,,,,,
Götala 1,,Styra Vind AB,,wind,wind_turbine,,,,,,
Hablingbo Stjups Hablingbovind,,Hablingbovind ek för,,wind,wind_turbine,,,,,,
Hakarp,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Hallhult,,,,wind,wind_turbine,,,,,,
Halmstadgården,,Halmstadgården Vindpark AB,,wind,wind_turbine,,,,,,
Handöl Nedre,,,,hydro,,,,,,,
Handöl Övre,,,,hydro,,,,,,,
Hannas,,Firma Ramström Vind AB,,wind,wind_turbine,,,,,,
Hansjö Kraftstation,,,,hydro,run-of-the-river,,,,,,
Haraholmen,,Marakallen Vindbruk AB,,wind,wind_turbine,,,,,,
Harrsjön,,,,wind,wind_turbine,,,,,,
Hedagården,,,,wind,wind_turbine,,,,,,
Hedeskoga Vindkraftpark,,,,wind,wind_turbine,,,,,,
Hellevadström 2 och 3,,Dingleskogen Vind AB,,wind,wind_turbine,,,,,,
Hennans kraftverk,,,,hydro,,,,,,,
Hermansboda kraftstation,,,,hydro,,,,,,,
Hissmofors kraftverk,,Jämtkraft,,hydro,,Q56373347,63.332138888,14.470722222,,,Sweden
Hog,,Spawer Kraft AB,,wind,wind_turbine,,,,,,
Holmen Timber Iggesunds Sågverk Power Station,,,,biomass,,,,,,,
Holms-Västbyn,,Svenska Vindbolaget AB,,wind,wind_turbine,,,,,,
Hornberget,,Jämtkraft AB,,wind,wind_turbine,,,,,,
Horrmund,,,,hydro,water-storage,,,,,,
Hoting,,,,hydro,,,,,,,
Hovby,,,,wind,wind_turbine,,,,,,
Huggelseke-Bessinge,,Östra Sallerup Vind AB,,wind,wind_turbine,,,,,,
Hultema,,VKS Vindkraft Sverige AB,,wind,wind_turbine,,,,,,
Humlekärr,,Lysekils Energi Vind AB,,wind,wind_turbine,,,,,,
Humlekärr,,Lärbro SPW AB,,wind,wind_turbine,,,,,,
Hummelforsens kraftstation,,,,hydro,water-storage,,,,,,
Hunflens Vindpark,,,,wind,wind_turbine,,,,,,
Hällby kraftstation,,,,hydro,,,,,,,
Hällforsens kraftstation,,,,hydro,,Q10531424,64.5851,18.6905,Lycksele Municipality,Västerbotten County,Sweden
Hällsjöns kraftstation,,VB-Energi,,hydro,run-of-the-river,,,,,,
Härjevad,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Hässelbacka,,,,wind,wind_turbine,,,,,,
Hässlås Morups-Lunnagård,,,,wind,wind_turbine,,,,,,
Hässlås Morups-Lunnagård,,,,wind,wind_turbine,,,,,,
Hästkullen,,Nysäter Wind AB,,wind,,,,,,,
Högabjär,,Vattenfall Vindkraft AB,,wind,wind_turbine,,,,,,
Högaliden,,Högaliden Vindkraft AB,,wind,wind_turbine,,,,,,
Högberget,,,,wind,wind_turbine,,,,,,
Högberget,,,,wind,wind_turbine,,,,,,
Högfors,,,,hydro,,,,,,,
Högtjärnsklacks Vindpark,,,,wind,wind_turbine,,,,,,
Höljebro kraftverk,,,,hydro,water-storage,,,,,,
Hölleforsen,,Vattenfall,,hydro,,,,,,,
Idhult,,Arise Windpower AB,,wind,wind_turbine,,,,,,
Igelsta kraftvärmeverk,,Söderenergi,,biomass,combustion,Q125858115,59.17466,17.6675,,,Sweden
Igelstaverket,,Söderenergi,,biomass,combustion,Q125857985,59.17751,17.66436,,,Sweden
Iglasjön,,Eolus Vind AB,,wind,wind_turbine,,,,,,
"Ileberg 1, Tärnmåsen",,Orust Drift AB,,wind,wind_turbine,,,,,,
Ingelstadgården,,Ingelsta Gården AB,,wind,wind_turbine,,,,,,
Ingelsträde,,Öresundskraft AB,,wind,wind_turbine,,,,,,
Isgrannatorp,,Isgrannatorp Drift AB,,wind,wind_turbine,,,,,,
Ivarsfors kraftstation,,,,hydro,,,,,,,
Jenåsen,,Wind Farm Jenasen AB,,wind,,,,,,,
Johannisholm,,,,hydro,run-of-the-river,,,,,,
Jokkmokksliden,,Skellefteå Kraft AB,,wind,wind_turbine,,,,,,
Juvelns kraftverk,,,,hydro,water-storage,,,,,,
Juvelns kraftverk,,,,hydro,water-storage,,,,,,
Jämjö panncentral,,Affärsverken Karlskrona AB,,biomass,combustion,,,,,,
Järkvissle,,Vattenfall,,hydro,,,,,,,
Järmunderöd(Lilla Parken) 3 verk,,,,wind,wind_turbine,,,,,,
Järnvägsforsens kraftverk,,,,hydro,,,,,,,
Järnvägsforsens kraftverk,,,,hydro,,,,,,,
KARSTORP / 7044-3,,Wallenstam Vindkraft Skogaryd AB,,wind,wind_turbine,,,,,,
Kadesjö,,Kadevind AB,,wind,wind_turbine,,,,,,
Kaptensberget,,,,wind,wind_turbine,,,,,,
Kaptensberget,,Vingkraft Hakarp AB,,wind,wind_turbine,,,,,,
Karlsfors kraftstation,,,,hydro,run-of-the-river,,,,,,
Karlsfält,,Slättens Vind ek för,,wind,wind_turbine,,,,,,
Karlskoga Vattenkraft AB,,,,hydro,,,,,,,
Karsholm,,Karsholms Gods AB,,wind,wind_turbine,,,,,,
Karskruv,,Karskruv Vind AB,,wind,wind_turbine,,,,,,
Kastlösa södra,,,,wind,wind_turbine,,,,,,
Kiaby,,Akka Vind AB,,wind,wind_turbine,,,,,,
Kilforsen,,,,hydro,,,,,,,
Klevberget,,Klev Wind AB,,wind,,,,,,,
Klingerforsen,,,,hydro,,,,,,,
Klinte Vindpark,,Siral System & Co AB,,wind,wind_turbine,,,,,,
Klippens kraftstation,,,,hydro,water-storage,Q18291253,65.8883,14.9895,Storuman Municipality,Västerbotten County,Sweden
Klämman,,Klämman Vind AB,,wind,wind_turbine,,,,,,
Klågerup,,BayWa r.e. Scandinavia AB,,wind,wind_turbine,,,,,,
Knuts kulle,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Kolsäter kraftstation,,,,hydro,run-of-the-river,,,,,,
Korpfjällets Vindpark,,,,wind,wind_turbine,,,,,,
Korsnäs,,Falu Energi & Vatten,,hydro,water-storage,,,,,,
Korsselbränna,,,,hydro,,,,,,,
Kraftverk Duved,,Jämtkraft AB,,hydro,water-storage,,,,,,
Kraftverk Ullspinneriet,,,,hydro,,,,,,,
Krokströmmen,,,,hydro,,,,,,,
Kronoberget,,,,wind,,,,,,,
Krontorp vindkraftverk,,,,wind,wind_turbine,,,,,,
Kräklingbo Vidfälle,,,,wind,wind_turbine,,,,,,
Kråktorpet Wind Farm,,Svenska Vindbolaget AB,,wind,,,,,,,
Krångede kraftverk,,,,hydro,,Q11982275,63.14663333,16.07033333,Ragunda Municipality,Jämtland County,Sweden
Kulle vindpark,,Siral System & Co AB,,wind,wind_turbine,,,,,,
Kullen,,,,wind,wind_turbine,,,,,,
Kulltorp,,Gnosjö Energi AB,,wind,wind_turbine,,,,,,
Kullö kraftverk,,,,hydro,,,,,,,
Kvarnfallet,,,,hydro,run-of-the-river,,,,,,
Kvarnforsens kraftverk,,,,hydro,water-storage,,,,,,
Kvilla 1,,Greenextreme AB,,wind,wind_turbine,,,,,,
Kvilla 2,,Greenextreme AB,,wind,wind_turbine,,,,,,
Kyrkberget,,Jämtkraft AB,,wind,wind_turbine,,,,,,
Källeberg,,,,wind,wind_turbine,,,,,,
Kärramölla kraftstation,,,,hydro,,,,,,,
Kärsås,,Vattenfall Vindkraft AB,,wind,wind_turbine,Q132037421,,,,,
Kårehamn Offshore Windfarm,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Laforsens kraftstation,,,,hydro,,,,,,,
Lafssjö,,,,hydro,,,,,,,
Lagmansholms kraftverk,,,,hydro,,,,,,,
Landafors,,Fortum Generation AB,,hydro,,,,,,,
Larsbo,,Slitevind AB,,wind,wind_turbine,,,,,,
Lau Liffride Nr 1 & 2,,,,wind,wind_turbine,,,,,,
Laxåskogen,,VKS Vindkraft Sverige AB,,wind,wind_turbine,,,,,,
Ledinge kraftverk,,,,hydro,,,,,,,
Legeved,,Legeved Vind AB,,wind,wind_turbine,,,,,,
Lehtirova vindkraftpark,,Lehtirova Wind AB,,wind,wind_turbine,,,,,,
Lemnhult,,,,wind,,,,,,,
Lennartsfors kraftstation,,,,hydro,run-of-the-river,,,,,,
Lerkaka,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Lia kraftverk,,,,hydro,,,,,,,
Lilla Askas solcellsanläggning,,,,solar,photovoltaic,,,,,,
Lillå kraftstation,,,,hydro,,,,,,,
Lima Kraftverk,,,,hydro,water-storage,,,,,,
Lindbyn,,,,hydro,,,,,,,
Lindärva,,Mossängens Vind AB,,wind,wind_turbine,,,,,,
Ljunga kraftverk,,,,hydro,,,,,,,
Ljungafors kraftstation,,,,hydro,,,,,,,
Ljusne strömmars kraftverk,,,,hydro,,,,,,,
Ljusnefors,,,,hydro,water-storage,,,,,,
Lottefors,,,,hydro,,,,,,,
Lugnviksverket,,Jämtkraft,,biomass,combustion,Q78847542,,,,,
Lummelunda Tjauls Agro 1,,Balingsta Vind HB,,wind,wind_turbine,,,,,,
Lundby Trädet,,Sverige Vindkraftkooperativ Ek för,,wind,wind_turbine,,,,,,
Lundåkra,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Lyby,,,,wind,wind_turbine,,,,,,
Lyngbygård,,,,wind,wind_turbine,,,,,,
Lyngsåsa,,BayWa r.e. Scandinavia AB,,wind,wind_turbine,,,,,,
Lyrestad,,Lyrestad Vind AB,,wind,wind_turbine,,,,,,
Lyrestad II,,Lyrestad Vind AB,,wind,wind_turbine,,,,,,
Längjum,,Längjum Kraft AB,,wind,wind_turbine,,,,,,
Länsterhöjden,,SCA Energy AB,,wind,wind_turbine,,,,,,
Lärbro Nors Norrvange Nr 1 & 2,,Röcklingers Handelsträdgård AB,,wind,wind_turbine,,,,,,
Långbjörn Kraftverk,,,,hydro,water-storage,,,,,,
Långforsen,,,,hydro,,,,,,,
Långströmmen,,,,hydro,,,,,,,
Långåvålen,,Agrivind AB,,wind,wind_turbine,,,,,,
Långö kraftverk,,,,hydro,,,,,,,
Långöre,,Firma Ramström Vind AB,,wind,wind_turbine,,,,,,
Lönneborg,,Lönneborg Vind AB,,wind,wind_turbine,,,,,,
Lörby-Ysane,,,,wind,wind_turbine,,,,,,
Lövhöjden kraftverk,,,,hydro,water-storage,,,,,,
Lövstaviken,,Falkenberg Energi AB,,wind,wind_turbine,Q132035501,56.889149431,12.466107155,Falkenberg Municipality,Halland County,Sweden
Lövön,,,,hydro,,,,,,,
Lövöns gamla kraftstation,,,,hydro,,,,,,,
Maglarp vindkraftpark,,Söderslätts Vind Investment AB,,wind,wind_turbine,,,,,,
Malgomajs kraftverk,,,,hydro,,,,,,,
Marhult Vindpark,,Marhult Vind AB,,wind,wind_turbine,,,,,,
Mariedamm,,,,wind,wind_turbine,,,,,,
Markbygden Etapp 3,,,,wind,,,,,,,
"Markbygden vindkraftpark, etapp 2",,,,wind,wind_turbine,,,,,,
"Markbygden vindkraftpark, etapp 2",,Markbygden Vind AB,,wind,wind_turbine,,,,,,
"Markbygden vindkraftpark, etapp 2",,,,wind,wind_turbine,,,,,,
Matfors kraftverk,,,,hydro,,,,,,,
Mellböda,,Slitevind AB,,wind,wind_turbine,,,,,,
Middagsberget,,Middagsberget Vindkraft AB,,wind,wind_turbine,,,,,,
Milletorp,,Vrångens Kraft AB,,wind,wind_turbine,,,,,,
Moforsen,,,,hydro,,,,,,,
Moheda värmeverk,,Alvesta Energi,,biomass,combustion,,,,,,
Mortorp,,Firma Ramström Vind AB,,wind,wind_turbine,,,,,,
Moskogen,,Kalmar Energi,,biomass,combustion,,,,,,
Mostorp mölla,,,,hydro,,,,,,,
Mosås,,,,wind,wind_turbine,,,,,,
Mungseröd,,Mungseröds Vindpark AB,,wind,wind_turbine,,,,,,
Mungseröd/Gurseröd/Skaveröd,,,,wind,wind_turbine,,,,,,
Mungseröds Vindpark,,,,wind,wind_turbine,,,,,,
Munkedal vattenkraftverk,,,,hydro,,,,,,,
Munkflohögen,,Munkflohögen Vindkraft AB,,wind,wind_turbine,,,,,,
Mässingberget,,OX2 AB,,wind,wind_turbine,,,,,,
Målajord,,BayWa r.e. Scandinavia AB,,wind,wind_turbine,,,,,,
Målarberget,,Vindpark Målarberget i Norberg AB,,wind,wind_turbine,,,,,,
Mårtensklack,,Wallenstam Vindkraft Vettåsen AB,,wind,wind_turbine,,,,,,
Möckelsjöberget,,SR Energy AB,,wind,wind_turbine,,,,,,
Möllebacken,,Åraslövs Foder AB,,wind,wind_turbine,,,,,,
Mönarp,,SEBB Wind AB,,wind,wind_turbine,,,,,,
Mönsterås Bruk,,Statkraft Södra Vindkraft AB,,wind,wind_turbine,,,,,,
Mörsil,,,,hydro,run-of-the-river,,,,,,
Mörttjärnberget,,Statkraft SCA Vind AB,,wind,wind_turbine,,,,,,
Neanberg/VIK,,Neanberg Vind AB,,wind,wind_turbine,,,,,,
Nederede kraftstation,,,,hydro,,,,,,,
Norra Hunna,,Gamesa Energy Sweden AB,,wind,wind_turbine,,,,,,
Norränge,,,,hydro,,,,,,,
Nybro värmecentral,,Nybro Energi,,biomass,combustion,,,,,,
Nylandsbergen Wind Farm,,Eolus Vind AB,,wind,,,,,,,
Nämforsens kraftverk,,,,hydro,,Q10605054,63.440833333,16.881111111,Sollefteå Municipality,Västernorrland County,Sweden
Närefors 1 Norr,,Närvind AB,,wind,wind_turbine,,,,,,
Näs Amfunds Snaigsto,,Gotlandsvind AB,,wind,wind_turbine,,,,,,
Näsby/Överberg,,Örbacken Energi Handelsbolag,,wind,wind_turbine,,,,,,
Näsbyholm,,Universal Power AB,,wind,wind_turbine,,,,,,
Näsforsen,,,,hydro,run-of-the-river,,,,,,
Näsudden Wind farm,,,,wind,wind_turbine,,,,,,
Näsudden Öst,,Vattenfall,,wind,wind_turbine,,,,,,
Oberga,,Oberga Vind AB,,wind,wind_turbine,,,,,,
Odarslöv,,Lundaslättens Vindfabrik AB,,wind,wind_turbine,,,,,,
Odarslöv,,Kopparstaden AB,,wind,wind_turbine,,,,,,
Odenfors Kraftstation,,Tekniska verken,,hydro,run-of-the-river,,,,,,
Ohs bruk,,,,hydro,,,,,,,
Oldens kraftverk,,,,hydro,water-storage,,,,,,
Ollebacken etapp 1,,Ollebacken Energi AB,,wind,wind_turbine,,,,,,
Ollebacken etapp 2,,Ollebacken Energi AB,,wind,wind_turbine,,,,,,
Olofsfält,,Olofsfälts Vind AB,,wind,wind_turbine,,,,,,
Olstorp Vattenkraftsstation,,Tranås Energi AB,,hydro,run-of-the-river,,,,,,
Orrberget/Stensvedberget,,FORTE Nordic Wind AB,,wind,wind_turbine,,,,,,
Orreholmen,,Erikstorp Utveckling AB,,wind,wind_turbine,,,,,,
Orup,,,,wind,wind_turbine,,,,,,
Paljakoberget,,,,wind,wind_turbine,,,,,,
Panna 8,,Borlänge Energi,,biomass,combustion,,,,,,
Parki Kraftstation,,Vattenfall,,hydro,,,,,,,
Parteboda kraftverk,,,,hydro,water-storage,,,,,,
PeBo Naturbruk,,Pe Bo Naturbruk,,wind,wind_turbine,,,,,,
Prässebergens vindpark,,Prässeberg Vind AB,,wind,,,,,,,
Prästbolet,,Boda Nät ek. förening,,wind,wind_turbine,,,,,,
Påboda,,,,wind,wind_turbine,,,,,,
Qvantenburg 2,,,,wind,wind_turbine,,,,,,
Raftsjöhöjden syd,,Rabbalshede Kraft AB,,wind,wind_turbine,,,,,,
Rammeldalsberget,,OWN Power Projects AB,,wind,wind_turbine,,,,,,
Ramsele,,,,hydro,,,,,,,
Ramsnäs,,ewz Atlantic Sverige AB,,wind,wind_turbine,,,,,,
Ramsnäs,,ewz Atlantic Sverige AB,,wind,wind_turbine,,,,,,
Ramsåsa,,,,wind,wind_turbine,,,,,,
Rangeltorp,,Agrivind AB,,wind,wind_turbine,,,,,,
Rengårds kraftstation,,,,hydro,,,,,,,
Reslövsgården,,Nier Maskin AB,,wind,wind_turbine,,,,,,
Rinkaby,,Wallenstam Vindkraft Furulund AB,,wind,wind_turbine,,,,,,
Rockneby,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Rodovålen,,,,wind,wind_turbine,,,,,,
Rusfors kraftstation,,,,hydro,,Q18332309,64.714,18.255,,,Sweden
Rute Furillen Slitevind XI & XII,,Slitevind AB,,wind,wind_turbine,,,,,,
Ruuthsbo-Kärragården,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Ryd-Rönnerum,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Rydboholms kraftverk,,,,hydro,,,,,,,
Rydsgård,,Rydsgårds Vind AB,,wind,wind_turbine,,,,,,
Ryningsnäs,,Visby Energi AB,,wind,wind_turbine,,,,,,
Räpplinge,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Rätans kraftverk,,,,hydro,,Q17265783,62.489389,14.627333,,,Sweden
Råbelöv,,Råbelöfs fideikommiss AB,,wind,wind_turbine,,,,,,
Rågåkra,,Bjäre Kraft Energi AB,,wind,wind_turbine,,,,,,
Rålanda,,Wallenstam Vindkraft Rålanda AB,,wind,wind_turbine,,,,,,
Råmmarehemmet,,EnBW Sverige Vind AB,,wind,wind_turbine,,,,,,
Röbergsfjället,,EnBW Sverige Vind AB,,wind,wind_turbine,,,,,,
Röds kraftverk,,,,hydro,,,,,,,
Rönnerum,,Ryd-Rönnerm Drift AB,,wind,wind_turbine,,,,,,
Rönnöfors,,,,hydro,water-storage,,,,,,
SCA Östrand kraftverk,SCA Ostrand Pulp Mill Power Station,,,biomass,,,,,,,
Salsjön,,,,wind,,,,,,,
Salteå kraftverk,,,,hydro,,,,,,,
Sankt Anna kraftverk,,Uddevalla Energi,,hydro,,,,,,,
Sannersby,,,,wind,wind_turbine,,,,,,
Saxberget,,SR Energy AB,,wind,wind_turbine,,,,,,
Seskarö,,,,wind,wind_turbine,,,,,,
Sidensjö,,Sidensjö Vindkraft AB,,wind,wind_turbine,,,,,,
Sidensjö,,Sidensjö Vindkraft AB,,wind,wind_turbine,,,,,,
Sil,,,,hydro,,,,,,,
Silkomhöjden,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Silkomhöjden,,,,wind,wind_turbine,,,,,,
Sillre kraftstation,,,,hydro,,,,,,,
Simris1,,,,wind,wind_turbine,,,,,,
Sippmikks kraftstation,,,,hydro,water-storage,,,,,,
