name,english_name,operator,power,source,method,wikidata_id,latitude,longitude,municipality,county,country
Stardalen kraftverk,,Stardalen Kraft,17.37 MW,hydro,run-of-the-river,Q106086032,61.61248,6.54821,Sunnfjord Municipality,Vestland,Norway
Hensfoss kraftverk,,Å Energi Vannkraft,17.00 MW,hydro,run-of-the-river,Q11975117,60.21131,10.23673,Ringerike,Buskerud,Norway
Hogga kraftverk,,Statkraft,17.00 MW,hydro,run-of-the-river,Q11975601,59.31055,9.04522,Nome Municipality,Telemark,Norway
Litledalen kraftverk,,Sunnhordland Kraftlag,17.00 MW,hydro,water-storage,Q11986488,59.66349,6.0654,Etne Municipality,Vestland,Norway
Niingen kraftverk,,Nordkraft Energidrift,17.00 MW,hydro,water-storage,Q11991401,68.53705,17.02846,Evenes Municipality,Nordland,Norway
Stølsdal krafverk,,Statkraft,17.00 MW,hydro,water-storage,Q12003864,59.31077,6.61508,Hjelmeland Municipality,Rogaland,Norway
Røyrvikfoss kraftverk,,NTE Energi,16.60 MW,hydro,water-storage,Q19387300,64.88624,13.56218,Røyrvik Municipality,Trøndelag,Norway
Osen kraftverk,,Skafså Kraftverk ANS,16.50 MW,hydro,water-storage,Q19384775,59.35639,8.17697,Kviteseid Municipality,Telemark,Norway
Haukrei kraftverk,,Skagerak Kraft,16.00 MW,hydro,water-storage,Q11974511,59.20481,7.83178,Fyresdal Municipality,Telemark,Norway
Nedre Tessa II,,Eidefoss Vannkraft,16.00 MW,hydro,run-of-the-river,Q19382713,61.84619,8.96088,Vågå,Innlandet,Norway
Pikerfoss Kraftverk,,Å Energi Vannkraft,16.00 MW,hydro,run-of-the-river,Q19385335,59.72111,9.59446,Kongsberg,Buskerud,Norway
Øvre Tessa kraftstasjon,,Eidefoss Vannkraft,16.00 MW,hydro,water-storage,Q19399524,61.82064,8.95673,Vågå,Innlandet,Norway
Innvik kraftverk,,Innvik Kraftverk,15.50 MW,hydro,water-storage,Q19375691,61.84281,6.62853,Stryn Municipality,Vestland,Norway
Eidsfoss kraftverk,,Statkraft,15.00 MW,hydro,run-of-the-river,Q17769287,59.29695,9.21993,Nome Municipality,Telemark,Norway
Gamlebrofoss kraftverk,,Å Energi Vannkraft,15.00 MW,hydro,run-of-the-river,Q11971496,59.65778,9.65153,Kongsberg,Buskerud,Norway
Gråsjø kraftverk,,Statkraft,15.00 MW,hydro,water-storage,Q11973031,62.93366,9.12519,Surnadal Municipality,Møre og Romsdal,Norway
Hunsfoss øst,,Å Energi Vannkraft,15.00 MW,hydro,run-of-the-river,Q11976125,58.26161,7.97119,Vennesla,Agder,Norway
Kaldåga kraftverk,,Helgeland Kraft Vannkraft,15.00 MW,hydro,water-storage,Q11113959,66.05302,13.33664,Vefsn Municipality,Nordland,Norway
Moksa kraftstasjon,,Gudbrandsdal Energi Produksjon,15.00 MW,hydro,water-storage,Q11989790,61.31902,10.30019,Øyer,Innlandet,Norway
Oldereid kraftverk,,Salten Kraftsamband Produksjon,15.00 MW,hydro,water-storage,Q11110628,67.12944,14.9555,Bodø Municipality,Nordland,Norway
Åsebotn kraftverk,,Eviny Fornybar,15.00 MW,hydro,water-storage,Q19399191,60.97526,6.05488,Modalen Municipality,Vestland,Norway
Lutufallet kraftverk,,Hafslund Kraft,14.70 MW,hydro,run-of-the-river,Q19380329,61.06559,12.58182,Trysil Municipality,Innlandet,Norway
Breiava kraftverk,,Lyse Energi,14.40 MW,hydro,,,,,,,
Djupdal kraftverk,,Å Energi Vannkraft,14.30 MW,hydro,run-of-the-river,Q17766699,59.93956,9.33919,Rollag Municipality,Buskerud,Norway
Dønnesfjord vindpark,,,14.00 MW,wind,,,,,,,
Døvikfoss kraftverk,,Å Energi Vannkraft,14.00 MW,hydro,run-of-the-river,Q11966317,59.88568,9.90903,Modum Municipality,Buskerud,Norway
Svartelva kraftverk,,Trønderenergi Kraft,14.00 MW,hydro,water-storage,Q12004167,63.637504,10.129867,Indre Fosen Municipality,Sør-Trøndelag,Norway
Smådøla kraftverk,,Eidefoss Vannkraft,13.90 MW,hydro,water-storage,Q25438645,61.73664,8.94554,Lom Municipality,Innlandet,Norway
Herlandsfoss kraftverk,,Eviny Fornybar,13.80 MW,hydro,water-storage,Q19374201,60.582238888,5.542830555,Osterøy Municipality,Vestland,Norway
Mørre kraftverk,,TrønderEnergi Kraft,13.60 MW,hydro,water-storage,Q11990486,63.92824,10.225707,Åfjord Municipality,Trøndelag,Norway
Geithusfoss kraftverk,,Å Energi Vannkraft,13.50 MW,hydro,run-of-the-river,Q17776022,59.92897,9.9635,Modum Municipality,Buskerud,Norway
Byrkjelo kraftverk,,Byrkjelo Kraft,13.27 MW,hydro,run-of-the-river,Q11962748,61.73364,6.50857,Gloppen Municipality,Vestland,Norway
Skomarkerfjellet vindpark,,Aneo Vind,13.20 MW,wind,,,,,,,
Askerudfoss kraftverk,,Viul Kraft,13.00 MW,hydro,run-of-the-river,,,,,,
Blåfalli IV kraftverk,,Sunnhordland Kraftlag,13.00 MW,hydro,water-storage,Q17750628,59.92773,6.19844,Kvinnherad Municipality,Vestland,Norway
Klosterfoss kraftverk,,Skien kraftproduksjon,13.00 MW,hydro,run-of-the-river,Q19377490,59.19842,9.60956,Skien,Telemark,Norway
Nedre Porsa kraftverk,,Porsa kraftlag,12.80 MW,hydro,water-storage,Q11991054,70.4021,23.62435,Hammerfest Municipality,Finnmark,Norway
Flatenfoss kraftverk,,Arendals Fossekompani,12.60 MW,hydro,run-of-the-river,Q98400006,58.629942,8.688371,Åmli,Agder,Norway
Gismarvik vindkraftverk,,,12.60 MW,wind,,,,,,,
Valsnes vindkraftverk - Vimle,,Vimle,12.60 MW,wind,,,,,,,
Brulandsfossen kraftverk,,Eviny Fornybar,12.50 MW,hydro,run-of-the-river,Q17760386,61.43579,5.91518,Sunnfjord Municipality,Vestland,Norway
Eidefoss kraftstasjon,,Eidefoss,12.50 MW,hydro,run-of-the-river,Q17769265,61.80368,9.30374,Vågå,Innlandet,Norway
Forså kraftvetk,,Salten Kraftsamband Produksjon,12.00 MW,hydro,water-storage,Q11111403,66.95136,14.22537,Gildeskål Municipality,Nordland,Norway
Kjensvatn kraftverk,,Statkraft,12.00 MW,hydro,water-storage,Q25431055,66.05919,14.24403,Hemnes Municipality,Nordland,Norway
Åsmulfoss kraftverk,,NTE Energi,12.00 MW,hydro,run-of-the-river,Q12011679,64.67749,12.67791,Grong Municipality,Trøndelag,Norway
Valsneset vindpark,,Aneo vind,11.50 MW,wind,,Q12008916,63.816327,9.618273,Ørland Municipality,Trøndelag,Norway
Sagfossen kraftverk,,Nord-Salten Kraft,11.30 MW,hydro,water-storage,Q11110786,67.904619444,15.860038888,Hamarøy Municipality,Nordland,Norway
Hellefoss kraftverk,,Å Energi Vannkraft,11.00 MW,hydro,run-of-the-river,Q19374049,59.78714,9.90099,Øvre Eiker,Buskerud,Norway
Håkvik kraftverk,,Nordkraft Energidrift,11.00 MW,hydro,water-storage,Q11111494,68.40382,17.42236,Narvik Municipality,Nordland,Norway
Oksebotn kraftverk,,Eviny Fornybar,11.00 MW,hydro,water-storage,Q11993282,60.73839,6.26186,Voss,Vestland,Norway
Brattingfoss pumpekraftverk,,NTE Energi,10.70 MW,hydro,water-pumped-storage,Q17750865,64.04331,11.08354,Verran Municipality,Trøndelag,Norway
Kuråsfoss kraftverk,,Ren Røros Strøm,10.60 MW,hydro,run-of-the-river,Q19378468,62.672745,11.455007,Røros Municipality,Trøndelag,Norway
Vrenga kraftverk,,Skagerak Kraft,10.50 MW,hydro,water-storage,Q19398384,59.86287,9.38507,Flesberg Municipality,Buskerud,Norway
Tindafjellet vindkraftverk,,Asko Rogaland,10.35 MW,wind,,,,,,,
Sagefossen kraftverk,,Sogn og Fjordane Energi,10.10 MW,hydro,,Q19387352,61.614722222,5.678055555,Gloppen Municipality,Vestland,Norway
Gjuva kraftverk,,Hafslund Kraft,10.00 MW,hydro,water-storage,Q11972127,60.92975,8.42293,Hemsedal Municipality,Buskerud,Norway
Heggmoen kraftverk,,Salten Kraftsamband Produksjon,10.00 MW,hydro,water-storage,Q11111484,67.35579,14.85214,Bodø Municipality,Nordland,Norway
Hunsfoss vest,,Å Energi Vannkraft,10.00 MW,hydro,run-of-the-river,,,,,,
Mo kraftverk,,Eviny Fornybar,10.00 MW,hydro,water-storage,Q19381701,61.4205,5.93765,Sunnfjord Municipality,Vestland,Norway
Stakaldefoss kraftverk,,Eviny Fornybar,10.00 MW,hydro,run-of-the-river,Q19390209,61.44585,6.00969,Sunnfjord Municipality,Vestland,Norway
Svelgen I kraftstasjon,,Svelgen Kraft,10.00 MW,hydro,,Q19391312,61.77168,5.29795,Bremanger Municipality,Vestland,Norway
Trælandsfos kraftverk,,Trælandsfos,10.00 MW,hydro,run-of-the-river,Q19393408,58.34814,6.96491,Kvinesdal Municipality,Agder,Norway
Viulfoss Kraftverk,,Viul Kraft,10.00 MW,hydro,run-of-the-river,Q12010006,60.19449,10.32257,Ringerike,Buskerud,Norway
Ørteren kraftverk,,,10.00 MW,hydro,water-storage,Q19371123,60.50287,7.86222,Hol Municipality,Buskerud,Norway
Usma kraftverk,,Usma Kraft,9.98 MW,hydro,run-of-the-river,Q25438681,63.11198,11.25753,Selbu Municipality,Trøndelag,Norway
Mork kraftverk,,Hafslund Kraft,9.90 MW,hydro,run-of-the-river,Q112710081,61.09329,7.41099,Lærdal Municipality,Vestland,Norway
Rafoss kraftverk,,Sira Kvina Kraftselskap,9.90 MW,hydro,run-of-the-river,Q111472650,58.36377,6.96146,Kvinesdal Municipality,Agder,Norway
Eldao kraftverk,,Eldao kraftverk,9.80 MW,hydro,water-storage,Q60291089,61.46122,7.03844,Luster Municipality,Vestland,Norway
Grøndalselva kraftverk,,Captiva Asset Management,9.62 MW,hydro,run-of-the-river,Q114705384,64.69169,12.76995,Grong Municipality,Trøndelag,Norway
Eid kraftstasjon,,Hafslund Kraft,9.60 MW,hydro,run-of-the-river,Q11966686,60.72077,9.71373,Sør-Aurdal,Innlandet,Norway
Hogstad,,Skagerak Kraft AS,9.60 MW,hydro,water-storage,Q11975607,59.32129,9.65699,Siljan Municipality,Telemark,Norway
Reinskar kraftverk,,Salten Kraftsamband Produksjon,9.60 MW,hydro,water-storage,Q19386416,66.94417,14.12205,Gildeskål Municipality,Nordland,Norway
Berlifoss kraftverk,,Å Energi Vannkraft,9.50 MW,hydro,run-of-the-river,Q17750269,58.94581,8.48209,Nissedal,Telemark,Norway
Fennefoss kraftverk,,Å Energi Vannkraft,9.50 MW,hydro,run-of-the-river,Q121545089,58.58366,7.79049,Evje og Hornnes Municipality,Agder,Norway
Dvergfossen kraftverk,,Dvergfossen kraft,9.40 MW,hydro,run-of-the-river,,,,,,
Nedre Tessa I kraftverk,,Eidefoss Vannkraft,9.40 MW,hydro,run-of-the-river,Q11991061,61.84601,8.96107,Vågå,Innlandet,Norway
Oltedal kraftverk,,Hydro Energi,9.30 MW,hydro,water-storage,Q14437522,58.8284,6.05488,Gjesdal Municipality,Rogaland,Norway
Salvasskardelva kraftverk,,Småkraft,9.30 MW,hydro,run-of-the-river,Q106633215,68.65237,18.89769,Bardu Municipality,Troms,Norway
Einunna kraftverk,,Hafslund Kraft,9.20 MW,hydro,water-storage,Q17769364,62.23134,10.34209,Folldal Municipality,Innlandet,Norway
Svardøla kraftverk,,Svardøla kraft,9.20 MW,hydro,water-storage,Q65236826,61.49042,6.98372,Luster Municipality,Vestland,Norway
Valken kraftverk,,Småkraft,9.20 MW,hydro,run-of-the-river,Q25431072,67.11926,15.49596,Saltdal Municipality,Nordland,Norway
Reppa kraftstasjon,,Salten Kraftsamband Produksjon,9.10 MW,hydro,water-storage,Q11110738,66.64594,13.56055,Rødøy Municipality,Nordland,Norway
Aurland V (Reppa) kraftverk,,Hafslund Kraft,9.00 MW,hydro,water-storage,Q19386484,60.80534,7.36694,Aurland Municipality,Vestland,Norway
Kjerringnes kraftverk,,Captivia Asset Managment,9.00 MW,hydro,run-of-the-river,Q110072564,61.39056,7.07221,Luster Municipality,Vestland,Norway
Kvitno kraftverk,,Kvitno kraft,9.00 MW,hydro,run-of-the-river,Q28719731,60.17487,6.54599,Ullensvang Municipality,Vestland,Norway
Langfjord kraftverk,,Helgeland Kraft Vannkraft,9.00 MW,hydro,water-storage,Q11111607,65.37517,12.70074,Brønnøy Municipality,Nordland,Norway
Løkaunet kraftverk,,Statkraft,9.00 MW,hydro,water-storage,Q11987261,63.2685,10.45843,Trondheim municipality,Trøndelag,Norway
Sigdestad kraftverk,,Småkraft,9.00 MW,hydro,run-of-the-river,Q56408399,61.83413,5.6647,Bremanger Municipality,Vestland,Norway
Søkkunda kraftverk,,Kiær Mykleby,9.00 MW,hydro,water-storage,Q56406605,61.37093,11.09801,Stor-Elvdal Municipality,Innlandet,Norway
Bergselvi kraftverk,,,8.90 MW,hydro,run-of-the-river,Q110086082,61.50399,7.69935,Luster Municipality,Vestland,Norway
Forsanvatn kraftverk,,Nord-Salten Kraft,8.80 MW,hydro,water-storage,Q25434984,67.95067,15.65405,Steigen Municipality,Nordland,Norway
Ritaelva kraftverk,,Nordkraft Energidrift,8.77 MW,hydro,run-of-the-river,Q111371053,69.50694,19.63675,Tromsø Municipality,Troms,Norway
Sveingård kraftverk,,Nordkraft Energidrift,8.76 MW,hydro,water-storage,Q111371058,69.44572,19.59021,Tromsø Municipality,Troms,Norway
Lávkajohka kraftverk,,Troms Kraft Produksjon,8.70 MW,hydro,water-storage,Q11983495,69.23427,20.52612,Storfjord Municipality,Troms,Norway
Romøyri kraftverk,,Sognekraft,8.63 MW,hydro,run-of-the-river,Q56406662,61.2863,6.686,Sogndal Municipality,Vestland,Norway
Hellifossen kraftverk,,Clemens Kraft,8.60 MW,hydro,water-storage,Q114273350,65.06695,12.35191,Bindal Municipality,Nordland,Norway
Holsen kraftverk,,Småkraft,8.60 MW,hydro,run-of-the-river,Q31080292,61.41974,6.1581,Sunnfjord Municipality,Vestland,Norway
Breivikelva kraftverk,,Salten Kraftsamband Produksjon,8.59 MW,hydro,run-of-the-river,Q107510043,67.05476,14.47887,Beiarn Municipality,Nordland,Norway
Øvre Forsland kraftverk,,Helgeland Kraft Vannkraft,8.58 MW,hydro,run-of-the-river,Q19399498,66.05029,13.11668,Leirfjord Municipality,Nordland,Norway
Vassenden kraftverk,,Helgeland Kraft Vannkraft,8.56 MW,hydro,run-of-the-river,Q75997943,66.123055555,13.257777777,Leirfjord Municipality,Nordland,Norway
Øvre Leiråga,,MIP Miljøkraft,8.51 MW,hydro,run-of-the-river,Q97819920,66.44226,13.84219,Rana Municipality,Nordland,Norway
Håfossen kraftverk,,,8.50 MW,hydro,run-of-the-river,Q111371013,59.876111111,6.403333333,Etne Municipality,Vestland,Norway
Tunnsjøfoss kraftverk,,NTE Energi,8.50 MW,hydro,run-of-the-river,Q12007877,64.69015,13.21587,Røyrvik Municipality,Trøndelag,Norway
Eidsfossen kraftverk,,Sogn og Fjordane Energi Produksjon,8.42 MW,hydro,run-of-the-river,Q17769289,61.75681,6.24565,Gloppen Municipality,Vestland,Norway
Nedre Svultingen kraftverk,,Eviny Fornybar,8.40 MW,hydro,water-storage,Q19382711,61.15459,5.34986,Hyllestad Municipality,Vestland,Norway
Bjørnstokk kraftverk,,Helgeland Kraft Vannkraft,8.20 MW,hydro,run-of-the-river,Q56405184,65.33369,12.946,Brønnøy Municipality,Nordland,Norway
Holen kraftverk,,Luster Småkraft,8.20 MW,hydro,run-of-the-river,Q11975642,61.35558,7.08669,Luster Municipality,Vestland,Norway
Kildalen kraftverk,,Ymber Produksjon,8.20 MW,hydro,water-storage,Q11980601,69.666,21.10674,Nordreisa Municipality,Troms,Norway
Blåfalli V kraftverk,,Sunnhordland Kraftlag,8.10 MW,hydro,water-storage,Q17750629,59.9191,6.18655,Kvinnherad Municipality,Vestland,Norway
Lindland Kraftverk,,Dalane Kraft,8.10 MW,hydro,water-storage,Q11984099,58.35878,6.30339,Sokndal,Rogaland,Norway
Brekke kraftverk,,Østfold Energi,8.00 MW,hydro,,Q17750917,59.14858,11.55678,Halden Municipality,Viken,Norway
Lindesnes vindpark,,Norsk Miljø Energi AS,8.00 MW,wind,,,,,,,
Sama kraftverk,,Trønderenergi Kraft,8.00 MW,hydro,water-storage,Q19387445,63.110426,10.598223,Melhus Municipality,Trøndelag,Norway
Storelva kraftverk,,Helgeland Kraft Vannkraft,8.00 MW,hydro,run-of-the-river,Q62571071,65.32298,12.99757,Brønnøy Municipality,Nordland,Norway
Storåvatn 1 kraftverk,,Helgeland Kraft Vannkraft,8.00 MW,hydro,water-storage,Q65236668,66.47432,13.39654,Rødøy Municipality,Nordland,Norway
Berge kraftverk,,Sognekraft,7.96 MW,hydro,run-of-the-river,Q56407130,61.37657,6.75054,Sogndal Municipality,Vestland,Norway
Bergsbotn kraftverk,,Troms Kraft Produksjon,7.90 MW,hydro,water-storage,Q11960724,69.43321,17.48293,Senja Municipality,Troms,Norway
Lidal kraftverk,,Sognekraft,7.82 MW,hydro,run-of-the-river,Q56406656,61.33199045,6.71513355,Sogndal Municipality,Vestland,Norway
Anga kraftverk,,Anga Kraft AS,7.80 MW,hydro,run-of-the-river,,,,,,
Kupekraft kraftverk,,Clemens Kraft,7.60 MW,hydro,run-of-the-river,Q113622175,61.59347,6.307,Sunnfjord Municipality,Vestland,Norway
Øvre Fiskumfoss kraftverk,,NTE Energi,7.60 MW,hydro,run-of-the-river,Q12012002,64.55625,12.47774,Grong Municipality,Trøndelag,Norway
Høylandsfoss kraftverk,,Å Energi Vannkraft,7.50 MW,hydro,water-storage,Q19375270,58.28127,6.81534,Kvinesdal Municipality,Agder,Norway
Jordalen 2 kraftverk,,Småkraft,7.50 MW,hydro,run-of-the-river,Q37298285,60.87,6.72441,Voss,Vestland,Norway
Norddalen kraftverk,,Statkraft,7.50 MW,hydro,water-storage,Q11110579,68.1743,17.91906,Narvik,Narvik Municipality,Norway
Leirelva/Tverråga kraftverk,,Småkraft,7.49 MW,hydro,run-of-the-river,Q20753915,,,,,
Lassajavrre kraftverk,,Ymber Produksjon,7.20 MW,hydro,water-storage,Q19379031,,,,,
Forsland kraftverk,,Helgeland Kraft Vannkraft,7.00 MW,hydro,water-storage,Q11111368,66.07417,13.04777,Leirfjord Municipality,Nordland,Norway
Furuset solkraftverk,,Solgrid,7.00 MW,solar,photovoltaic,,,,,,
Hakavik kraftverk,,Statkraft,7.00 MW,hydro,water-storage,Q2551139,59.624722,9.953611,Øvre Eiker,Buskerud,Norway
Julskaret kraftverk,,Selbu Energiverk,7.00 MW,hydro,water-storage,Q19376592,63.14034,10.966415,Selbu Municipality,Trøndelag,Norway
Midtre Tessa kraftstasjon,,Eidefoss Vannkraft,7.00 MW,hydro,run-of-the-river,Q19381490,61.8422,8.96038,Vågå,Innlandet,Norway
Mydalen kraftverk,,Skagerak kraft,7.00 MW,hydro,water-storage,Q11990317,59.7156,8.69955,Hjartdal,Telemark,Norway
Stølsdalselva kraftverk,,Småkraft,7.00 MW,hydro,run-of-the-river,,,,,,
Røvassåga kraftverk,,NKG Utbygging,6.94 MW,hydro,run-of-the-river,Q113653602,66.4585,14.33484,Rana Municipality,Nordland,Norway
Skoddeberg kraftverk,,Nordkraft Energidrift,6.78 MW,hydro,water-storage,Q19388972,68.62531,17.26093,Tjeldsund,Troms,Norway
Tufteelva kraftverk,,Forte Vannkraft,6.60 MW,hydro,run-of-the-river,,,,,,
Veiski kraftverk,,Småkraft,6.60 MW,hydro,run-of-the-river,Q111961834,67.33166,15.9769,Sørfold Municipality,Nordland,Norway
Dyrnesli kraftverk,,Vadheim Kraft,6.50 MW,hydro,water-storage,Q17768452,61.20428,5.81091,Høyanger Municipality,Vestland,Norway
Ildgrubfossen kraftverk,,Helgeland Kraft Vannkraft,6.50 MW,hydro,water-storage,Q11111503,66.30092,14.35095,Rana Municipality,Nordland,Norway
Sjøfossen kraftverk,,Salten Kraftsamband Produksjon,6.50 MW,hydro,water-storage,Q11117850,66.97085,14.14665,Gildeskål Municipality,Nordland,Norway
Øvre Svultingen kraftverk,,Eviny Fornybar,6.45 MW,hydro,water-storage,Q12012015,61.16019,5.47831,Høyanger Municipality,Vestland,Norway
Trollvikelva kraftverk,,Clemens Kraft,6.40 MW,hydro,run-of-the-river,,,,,,
Ulefoss kraftverk,,Statkraft,6.40 MW,hydro,run-of-the-river,Q12008271,59.28118,9.25281,Nome Municipality,Telemark,Norway
Grytendal kraftverk,,,6.35 MW,hydro,water-storage,Q60291084,65.185,12.798055555,Bindal Municipality,Nordland,Norway
Litlebø Kraftverk,,Finsk Kraft,6.20 MW,hydro,run-of-the-river,,,,,,
Sagnfossen kraftverk,,Hafslund Kraft,6.20 MW,hydro,run-of-the-river,Q11999092,61.1614,12.44544,Trysil Municipality,Innlandet,Norway
Hesjeberg kraftverk,,Nordkraft Energidrift,6.14 MW,hydro,run-of-the-river,Q25434892,68.73022,17.47029,Gratangen Municipality,Troms,Norway
Skjenaldfoss kraftverk,,Småkraft,6.10 MW,hydro,water-storage,Q12001039,63.293648,9.729509,Orkland Municipality,Trøndelag,Norway
Jordal kraftverk,,Sognekraft,6.06 MW,hydro,run-of-the-river,Q56407125,61.3341,6.6881,Sogndal Municipality,Vestland,Norway
Byafossen kraftverk,,NTE Energi,6.00 MW,hydro,run-of-the-river,Q17760886,64.03812,11.5525,Steinkjer Municipality,Trøndelag,Norway
Hjelmeland kraftverk,,,6.00 MW,hydro,run-of-the-river,Q19374433,59.22388,6.21934,Hjelmeland Municipality,Rogaland,Norway
Hønefoss kraftstasjon I,,Ringeriks-Kraft,6.00 MW,hydro,run-of-the-river,Q11976526,60.1684,10.25627,Ringerike,Buskerud,Norway
Rognsfossen kraftverk,,Voss Energi AS,6.00 MW,hydro,run-of-the-river,Q19386858,,,,,
Storøy vindpark,,,6.00 MW,wind,,,,,,,
Tjønnefoss kraftverk,,Å Energi Vannkraft,6.00 MW,hydro,run-of-the-river,Q12006514,58.98427,8.53449,Nissedal,Telemark,Norway
Grytneselva kraftverk,,Istad Kraft,5.90 MW,hydro,run-of-the-river,Q25435046,62.72518,8.1285,Molde Municipality,Møre og Romsdal,Norway
Kiste kraftstasjon,,Skagerak Kraft AS,5.87 MW,hydro,water-storage,Q11980792,59.24282,9.81186,Siljan Municipality,Telemark,Norway
Ala kraftverk,,Skagerak Kraft AS,5.80 MW,hydro,water-storage,Q114626455,61.14543,8.70837,Vang,Innlandet,Norway
Krossdalselvi kraftverk,,Blåfall,5.80 MW,hydro,run-of-the-river,Q120544951,,,,,
Dalsfoss kraftverk,,Skagerak Kraft,5.70 MW,hydro,run-of-the-river,Q11964603,58.96714,9.3137,Kragerø,Telemark,Norway
Begna kraftverk,,Å Energi Vannkraft,5.60 MW,hydro,run-of-the-river,Q11960424,60.20257,10.24993,Ringerike,Buskerud,Norway
Osfallet kraftverk,,,5.60 MW,hydro,run-of-the-river,Q18766247,61.20153,11.50633,Åmot Municipality,Innlandet,Norway
Raukforsen kraftverk,,Nord-Salten Kraft,5.60 MW,hydro,run-of-the-river,Q107265407,67.67177,16.06103,Sørfold Municipality,Nordland,Norway
Aall-Ulefoss kraftverk,,Ringerikskraft Produksjon,5.50 MW,hydro,run-of-the-river,Q11956733,59.28146,9.25322,Nome Municipality,Telemark,Norway
Flittig,,Løvenskiold Fossum Kraft,5.50 MW,hydro,water-storage,Q17772801,59.32295,9.53751,Skien,Telemark,Norway
Kanndalen kraftverk,,Småkraft,5.50 MW,hydro,run-of-the-river,Q19376878,62.676,8.15705,Molde Municipality,Møre og Romsdal,Norway
Leiro kraftverk,,Statkraft,5.50 MW,hydro,run-of-the-river,Q19379177,60.40433,7.37464,Eidfjord Municipality,Vestland,Norway
Leiråa karftverk,,Helgeland Kraft Vannkraft,5.50 MW,hydro,water-storage,Q31079542,65.32703,12.91839,Brønnøy Municipality,Nordland,Norway
Vassfossen kraftverk,,Risdal Energi,5.50 MW,hydro,water-storage,Q19397596,58.66201,8.06245,Froland Municipality,Agder,Norway
Øvre Bersåvatn kraftverk,,Statkraft,5.50 MW,hydro,water-storage,Q19399490,60.181666666,6.693333333,Ullensvang Municipality,Vestland,Norway
Dokkelva kraftverk,,Småkraft,5.49 MW,hydro,run-of-the-river,Q17766795,62.67965,8.13729,Molde Municipality,Møre og Romsdal,Norway
Lya kraftverk,,Hafslund Kraft,5.49 MW,hydro,run-of-the-river,Q19370945,60.66433,8.68096,Ål,Buskerud,Norway
Rottenvik kraftverk,,Troms Kraft Produksjon,5.49 MW,hydro,water-storage,Q19387003,69.60052,20.27108,Lyngen Municipality,Troms,Norway
Bergselva kraftverk,,Nordic Power,5.40 MW,hydro,run-of-the-river,Q28718727,69.29935,19.98561,Storfjord Municipality,Troms,Norway
Haugafossen kraftverk,,Hardanger Energi,5.40 MW,hydro,run-of-the-river,Q19373745,60.28021,6.26415,Ullensvang Municipality,Vestland,Norway
Hjertvatn kraftverk,,Nordkraft Energidrift,5.40 MW,hydro,water-storage,Q19374477,68.23749,16.74715,Narvik Municipality,Nordland,Norway
Langvann kraftverk,,Salten Kraftsamband Produksjon,5.40 MW,hydro,water-storage,Q11111007,66.88768,14.14871,Gildeskål Municipality,Nordland,Norway
Steinåga kraftverk,,Salten Kraftsamband Produksjon,5.40 MW,hydro,water-storage,Q20753999,66.96824,14.43117,Beiarn Municipality,Nordland,Norway
Storelvvatn kraftstasjon,,Salten Kraftsamband Produksjon,5.40 MW,hydro,run-of-the-river,Q26256483,67.12334,16.19368,Fauske Municipality,Nordland,Norway
Selselva kraftverk,,Selselva kraft,5.36 MW,hydro,run-of-the-river,Q26256461,61.38731,5.61458,Sunnfjord Municipality,Vestland,Norway
Kvannvatn kraftverk,,Kvannvatn Kraft,5.35 MW,hydro,run-of-the-river,Q19378508,66.41775,14.52298,Rana Municipality,Nordland,Norway
Lysbotn kraftverk,,Troms Kraft Produksjon,5.35 MW,hydro,water-storage,Q19380397,69.38706,17.79764,Senja Municipality,Troms,Norway
Sølna kraftverk,,Østerdalen Kraftproduksjon AS,5.35 MW,hydro,run-of-the-river,Q12004731,62.11614,10.55876,Alvdal Municipality,Innlandet,Norway
Myklebost kraftverk,,Myklebost Kraft,5.32 MW,hydro,run-of-the-river,Q56407632,61.52486,6.35645,Sunnfjord Municipality,Vestland,Norway
Bjørndalselva kraftverk,,Bjørndalen Kraft,5.30 MW,hydro,run-of-the-river,Q17750510,61.50966,6.28704,Sunnfjord Municipality,Vestland,Norway
Reinåa kraftverk,,Clemens Kraft,5.30 MW,hydro,run-of-the-river,Q111371042,63.45609,11.57983,Meråker Municipality,Trøndelag,Norway
Skrankefoss,,,5.30 MW,hydro,run-of-the-river,,,,,,
Åkraelva kraftverk,,Åkraelva Kraftverk AS,5.30 MW,hydro,run-of-the-river,Q19399082,59.7939,6.09403,Kvinnherad Municipality,Vestland,Norway
Årvik kraftverk,,Småkraft AS,5.30 MW,hydro,run-of-the-river,Q19399166,60.1715,6.109,Kvinnherad Municipality,Hordaland,Norway
Øvre Storelvi kraftverk,,Forte Vannkraft,5.30 MW,hydro,run-of-the-river,Q120548860,61.51582,6.98347,Luster Municipality,Vestland,Norway
Dittielva kraftverk,,Nordic Power,5.25 MW,hydro,run-of-the-river,Q17766641,68.65635,18.78431,Bardu Municipality,Troms,Norway
Nydalselva kraftverk,,Nydalselva Kraft,5.25 MW,hydro,water-storage,Q19384125,61.62095,6.44259,Sunnfjord Municipality,Vestland,Norway
Forneselva kraftverk,,Nordic Power,5.20 MW,hydro,run-of-the-river,Q28718728,69.59641,19.90259,Tromsø Municipality,Troms,Norway
