name,english_name,operator,power,source,method,wikidata_id,latitude,longitude,municipality,county,country
Muoidejohka kraftverk,,Muoidejohka kraft,5.20 MW,hydro,run-of-the-river,Q25431071,66.81135,14.64479,Beiarn Municipality,Nordland,Norway
Oltesvik kraftverk,,Hydro Energi,5.20 MW,hydro,water-storage,Q11993770,58.85199,6.12312,Gjesdal Municipality,Rogaland,Norway
Rasdalen kraftverk,,Småkraft AS,5.20 MW,hydro,run-of-the-river,Q19386238,60.63625,5.96373,Voss,Vestland,Norway
Søberg kraftverk,,Småkraft,5.20 MW,hydro,run-of-the-river,Q19391592,65.2357,12.65717,Bindal Municipality,Nordland,Norway
Bjåstad kraftverk,,Sognekraft,5.19 MW,hydro,run-of-the-river,Q56407261,61.3764,6.75051,Sogndal Municipality,Vestland,Norway
Djupfjord 1 kraftverk,,Vesterålskraft Produksjon,5.10 MW,hydro,water-storage,Q11155335,68.60256,15.47336,Sortland Municipality,Nordland,Norway
Fiskløysa kraftverk,,Småkraft,5.10 MW,hydro,run-of-the-river,Q60291081,64.465277777,14.0325,Lierne Municipality,Trøndelag,Norway
Fjerdingelva kraftverk,,Captiva Asset Management,5.10 MW,hydro,run-of-the-river,Q112999953,64.65122,12.72775,Grong Municipality,Trøndelag,Norway
Folkedal kraftverk,,Hardanger Energi,5.00 MW,hydro,run-of-the-river,Q11969354,60.5046,6.63325,Granvin Municipality,Vestland,Norway
Haukland kraftverk,,Dalane Energi,5.00 MW,hydro,water-storage,Q19373807,58.46507,6.54426,Lund Municipality,Rogaland,Norway
Håvardsvatn kraftverk,,Statkraft,5.00 MW,hydro,water-storage,Q11976451,60.10168,6.91333,Ullensvang Municipality,Vestland,Norway
Kaupanger 3 kraftverk,,Kaupanger Energi,5.00 MW,hydro,run-of-the-river,Q19377041,61.19805,7.22453,Sogndal Municipality,Vestland,Norway
Kjeldalselva kraftverk,,Clemens Kraft,5.00 MW,hydro,run-of-the-river,Q96358291,69.29081,19.91036,Storfjord Municipality,Troms,Norway
Krogstadelva kraftverk,,Nordic Power,5.00 MW,hydro,run-of-the-river,Q19378238,68.88448,18.42025,Bardu Municipality,Troms,Norway
Nyset kraftverk,,Østfold Energi,5.00 MW,hydro,water-storage,Q19384178,61.16308,7.75083,Årdal Municipality,Vestland,Norway
Oftedal II kraftverk,,Småkraft,5.00 MW,hydro,water-storage,Q76814364,58.543055555,6.709722222,Sirdal,Agder,Norway
Roppa kraftverk,,Hafslund Kraft,5.00 MW,hydro,run-of-the-river,Q19386951,,,,,
Saltdalelva kraftverk,,Nordic Power,5.00 MW,hydro,run-of-the-river,Q19387429,69.51522,19.25669,Tromsø Municipality,Troms,Norway
Skarelva kraftverk,,Småkraft,5.00 MW,hydro,run-of-the-river,Q25434977,68.18391,17.3064,Narvik,Narvik Municipality,Norway
Skravelåga kraftverk,,Småkraft,5.00 MW,hydro,run-of-the-river,Q20753986,66.11198,13.53752,Vefsn Municipality,Nordland,Norway
Sleveåne kraftverk,,Clemens Kraft,5.00 MW,hydro,run-of-the-river,Q56406614,60.09929,6.54868,Ullensvang Municipality,Vestland,Norway
Virakelva kraftverk,,Nordkraft Energidrift,5.00 MW,hydro,run-of-the-river,Q19398215,68.37719,17.12337,Narvik,Narvik Municipality,Norway
Øvre Markevatn kraftverk,,Sogn og Fjordane Energi,5.00 MW,hydro,water-storage,Q19399511,61.44598,5.33481,Askvoll Municipality,Vestland,Norway
Bjørndalen kraftverk,,Sogn og Fjordane Energi,4.95 MW,hydro,water-storage,Q20753992,61.82173,5.79913,Bremanger Municipality,Vestland,Norway
Dauremål kraftverk,,Sogn og Fjordane Energi,4.95 MW,hydro,water-storage,Q17764910,61.82909,5.78219,Bremanger Municipality,Vestland,Norway
Fossan kraftverk,,Nordkraft Energidrift,4.95 MW,hydro,run-of-the-river,Q25439925,68.66285,17.697,Gratangen Municipality,Troms,Norway
Jordal kraftverk,,Småkraft,4.95 MW,hydro,run-of-the-river,Q19376438,62.75487,8.31545,Sunndal Municipality,Møre og Romsdal,Norway
Laksen kraftverk,,Helgeland Kraft Vannkraft,4.95 MW,hydro,water-storage,Q19378753,65.78688,12.87525,Vefsn Municipality,Nordland,Norway
Råssåfoss kraftverk,,Småkraft,4.95 MW,hydro,run-of-the-river,Q19387175,62.82704,8.7019,Surnadal Municipality,Møre og Romsdal,Norway
Grunnevatn & Leknesvatn kraftverk,,Sogn og Fjordane Energi,4.93 MW,hydro,run-of-the-river,Q76814277,61.43468,5.35535,Askvoll Municipality,Vestland,Norway
Dalen 1 kraftverk,,Jørpeland kraft,4.90 MW,hydro,water-storage,Q17764558,59.02282,6.07051,Strand Municipality,Rogaland,Norway
Hålandsfossen Kraftverk,,Eviny Fornybar,4.90 MW,hydro,water-storage,Q11976403,61.33079,5.41394,Fjaler Municipality,Vestland,Norway
Reinset kraftverk,,Nordmøre Energiverk,4.90 MW,hydro,water-storage,Q19386414,62.80459,8.50284,Sunndal Municipality,Møre og Romsdal,Norway
Vafoss kraftverk,,Skagerak Kraft,4.90 MW,hydro,run-of-the-river,Q19394145,58.89584,9.33766,Kragerø,Telemark,Norway
Voldsetelva kraftverk,,LHI Solarwind Hydro Voldsetelva 2645,4.90 MW,hydro,run-of-the-river,Q20113229,63.87187,10.79642,Verran Municipality,Trøndelag,Norway
Asko Øst,,Asko Øst,4.87 MW,solar,photovoltaic,,,,,,
Litj-Hena,,Litj-Hena Kraftverk,4.86 MW,hydro,run-of-the-river,Q21481764,63.0497,11.48721,Tydal Municipality,Trøndelag,Norway
Knutfoss kraftverk,,Småkraft,4.85 MW,hydro,run-of-the-river,Q19377585,64.52277,12.42639,Grong Municipality,Trøndelag,Norway
Øvre Russvik kraftverk,,Nordkraft Energidrift,4.84 MW,hydro,run-of-the-river,Q107193333,68.13614,16.5456,Narvik Municipality,Nordland,Norway
Fjelna kraftverk,,Nordkraft,4.83 MW,hydro,run-of-the-river,Q28718713,63.20195,9.00375,Heim Municipality,Sør-Trøndelag,Norway
Ellenelva kraftverk,,Nordic Power,4.80 MW,hydro,run-of-the-river,Q17769496,69.38069,19.64474,Tromsø Municipality,Troms,Norway
Gandvik kraftverk,,Pasvik Kraft,4.80 MW,hydro,water-storage,Q11971533,70.01467,29.11528,Nesseby Municipality,Finnmark,Norway
Gjuvåa kraftverk,,Skagerak kraft,4.80 MW,hydro,run-of-the-river,Q108734341,59.75407,8.793627,Hjartdal,Telemark,Norway
Istad kraftverk,,Istad Kraft,4.80 MW,hydro,water-storage,Q19375909,62.80527,7.700687,Molde Municipality,Møre og Romsdal,Norway
Kandal kraftverk,,Kandal Kraft AS,4.80 MW,hydro,run-of-the-river,Q19376871,61.67155,6.37929,Gloppen Municipality,Vestland,Norway
Leinafoss Kraftstasjon,,Hafslund Kraft,4.80 MW,hydro,run-of-the-river,Q19379160,60.83179,7.1186,Aurland Municipality,Vestland,Norway
Tokleiv Kraftverk,,Skagerak Kraft AS,4.80 MW,hydro,water-storage,Q12006582,59.36234,9.6632,Siljan Municipality,Telemark,Norway
Skyggeelva kraftverk,,Skyggeelva kraft,4.76 MW,hydro,run-of-the-river,Q19389144,61.35978,5.66713,Sunnfjord Municipality,Vestland,Norway
Hammeren kraftverk,,Hafslund Kraft,4.70 MW,hydro,,Q5645687,59.99666667,10.75,Oslo Municipality,Norway,Norway
Seterkraft kraftverk,,Seterkraft,4.70 MW,hydro,run-of-the-river,Q28718707,62.67495,8.43076,Sunndal Municipality,Møre og Romsdal,Norway
Setredalen kraftverk,,Setredalen Kraft,4.70 MW,hydro,water-storage,Q65235974,61.83476,5.60765,Bremanger Municipality,Vestland,Norway
Tverråa kraftverk,,Helgeland Kraft Vannkraft,4.70 MW,hydro,run-of-the-river,Q56408019,65.32976,12.96997,Brønnøy Municipality,Nordland,Norway
Gudåa kraftverk,,Clemens Kraft,4.60 MW,hydro,run-of-the-river,Q96358724,63.4387,11.6159545,Meråker Municipality,Trøndelag,Norway
Usma kraftverk,,Småkraft,4.60 MW,hydro,run-of-the-river,Q19394012,62.63378,8.29918,Sunndal Municipality,Møre og Romsdal,Norway
Espeelvi kraftverk,,Espeelvi kraft,4.56 MW,hydro,run-of-the-river,Q56407571,60.20595,6.60371,Ullensvang Municipality,Vestland,Norway
Befring kraftverk,,Befring Kraft,4.50 MW,hydro,run-of-the-river,Q11960415,61.6091,6.63535,Sunnfjord Municipality,Vestland,Norway
Graffer kraftverk,,Clemens Kraft,4.50 MW,hydro,run-of-the-river,Q111370920,61.84837,8.6912,Lom Municipality,Innlandet,Norway
Hynna kraftverk,,Hynna Kraft,4.50 MW,hydro,run-of-the-river,Q25425470,63.05776,11.43939,Tydal Municipality,Trøndelag,Norway
Jøssingfjord kraftverk,,Titania,4.50 MW,hydro,water-storage,Q19376682,58.32582,6.35173,Sokndal,Rogaland,Norway
Kåven kraftverk,,Alta kraftlag,4.50 MW,hydro,water-storage,Q11982817,70.11793,22.79605,Alta,Finnmark,Norway
Mølleelva kraftverk,,Alta Kraftlag,4.50 MW,hydro,water-storage,Q56409109,69.94989,23.06374,Alta,Finnmark,Norway
Hatlestad kraftverk,,Sognekraft,4.49 MW,hydro,run-of-the-river,Q56406653,,,,,
Sagevikelv kraftverk,,Sagevikelv kraft,4.45 MW,hydro,run-of-the-river,Q19387358,61.36177,5.56169,Fjaler Municipality,Vestland,Norway
Herje kraftverk,,Rauma Energi Produksjon,4.44 MW,hydro,run-of-the-river,Q20112339,62.6689,7.53219,Rauma Municipality,Møre og Romsdal,Norway
Berdalselva kraftverk,,,4.40 MW,hydro,run-of-the-river,Q17750151,62.4475,7.48734,Rauma Municipality,Møre og Romsdal,Norway
Brattabøelvi kraftverk,,Captivia Asset Managment,4.40 MW,hydro,run-of-the-river,Q114681947,60.28025,6.38618,Ullensvang Municipality,Vestland,Norway
Kongsfjord kraftverk,,Pasvik Kraft,4.40 MW,hydro,water-storage,Q11981701,70.59872,29.05794,Berlevåg Municipality,Finnmark,Norway
Mårøyfjord kraftverk,,Nordkyn Kraftlag,4.40 MW,hydro,water-storage,Q19382167,70.75172,27.35401,Lebesby Municipality,Finnmark,Norway
Repvåg kraftverk,,Repvåg Kraftlag,4.40 MW,hydro,water-storage,Q17278747,70.77353,25.6165,Nordkapp Municipality,Finnmark,Norway
Kvassteinåga kraftverk,,Småkraft,4.33 MW,hydro,run-of-the-river,Q19378524,66.12789,13.57307,Vefsn Municipality,Nordland,Norway
Bjørdal kraftverk,,Tussa Energi,4.30 MW,hydro,water-storage,Q11961278,62.13408,6.29908,Ørsta Municipality,Møre og Romsdal,Norway
Langdalselva kraftverk,,Småkraft,4.30 MW,hydro,run-of-the-river,Q28718730,70.0263,22.10172,Kvænangen Municipality,Troms,Norway
Nordvik kraftverk,,Clemens Kraft,4.30 MW,hydro,run-of-the-river,Q19383390,62.86983,8.62205,Surnadal Municipality,Møre og Romsdal,Norway
Valsøyfjord kraftverk,,Svorka Energi,4.28 MW,hydro,water-storage,Q19394224,63.12111111,8.56805556,Heim Municipality,Trøndelag,Norway
Ørtvatn kraftverk,,MIP Miljøkraft,4.27 MW,hydro,run-of-the-river,Q25431075,66.40675,14.5031,Rana Municipality,Nordland,Norway
Bjørkåsen kraftverk,,Nordkraft Energidrift,4.20 MW,hydro,water-storage,Q17750500,,,,,
Kistefoss II,,Hadeland kraftproduksjon,4.20 MW,hydro,,Q76814273,60.22207,10.36874,Jevnaker,Akershus,Norway
Solbjørn kraftverk,,Lofotkraft Produksjon,4.20 MW,hydro,water-storage,Q19389560,68.00483,13.16263,Flakstad Municipality,Nordland,Norway
Trysilfossen kraftverk,,Sogn og Fjordane Energi Produksjon,4.20 MW,hydro,run-of-the-river,Q12007781,61.75014,6.27625,Gloppen Municipality,Vestland,Norway
Eidsfoss kraftverk,,Elvang Kraftproduksjon,4.10 MW,hydro,water-storage,Q17769286,61.17666,8.39105,Vang,Innlandet,Norway
Kinso Kraftverk,,Hardanger Energi,4.10 MW,hydro,run-of-the-river,Q11980708,60.35185,6.75818,Ullensvang Municipality,Vestland,Norway
Lysvatn kraftstasjon,,Meløy Energi AS,4.10 MW,hydro,water-storage,Q11110064,66.87512,13.84259,Meløy,Nordland,Norway
Meisal 2 kraftverk,,Istad Kraft,4.10 MW,hydro,water-storage,Q76814283,62.788611111,8.2325,Molde Municipality,Møre og Romsdal,Norway
Nedre Bersåvatn kraftverk,,Statkraft,4.10 MW,hydro,water-storage,Q11991040,60.16852,6.67187,Ullensvang Municipality,Vestland,Norway
Åvella kraftverk,,Vokks Kraft,4.10 MW,hydro,water-storage,Q12011719,60.8007,10.11197,Nordre Land Municipality,Innlandet,Norway
Brandåa kraftverk,,Svorka Energi,4.05 MW,hydro,run-of-the-river,Q17750833,63.0922,9.22306,Rindal Municipality,Trøndelag,Norway
Sandøy vindkraftverk,,,4.00 MW,wind,,,,,,,
Skarsfjord kraftverk,,Troms Kraft Produksjon,4.00 MW,hydro,water-storage,Q15632350,69.96338,18.90786,Tromsø Municipality,Troms,Norway
Skjefstadfoss I,,Hafslund Kraft,4.00 MW,hydro,water-storage,Q19388894,60.82654,11.61052,Elverum Municipality,Innlandet,Norway
Storelvi kraftverk,,Sunnhordaland Kraftlag,4.00 MW,hydro,run-of-the-river,Q56405167,60.26217,6.62424,Ullensvang Municipality,Vestland,Norway
Sørfjord II kraftverk,,Nordkraft Energidrift,4.00 MW,hydro,water-storage,Q11117963,68.03765,16.69074,Hamarøy Municipality,Nordland,Norway
Årøy I kraftverk,,Sognekraft,4.00 MW,hydro,run-of-the-river,Q76735901,61.27664,7.15726,Sogndal Municipality,Vestland,Norway
Reinåga kraftverk,,Småkraft,3.91 MW,hydro,run-of-the-river,Q20753833,66.03755951,13.85498047,Hemnes Municipality,Nordland,Norway
Bruvollelva kraftverk,,Småkraft,3.80 MW,hydro,run-of-the-river,Q17760440,64.26627,12.29437,Snåsa,Trøndelag,Norway
Eidesfossen kraftstasjon,,Hardanger Energi,3.80 MW,hydro,water-storage,Q17769269,60.28391,6.29705,Ullensvang Municipality,Vestland,Norway
Seterfossen kraftverk,,Seterfossen Kraftverk,3.80 MW,hydro,run-of-the-river,Q110873882,64.8989,12.85185,Namsskogan Municipality,Trøndelag,Norway
Staffi kraftverk,,Sunnhordland Kraftlag,3.80 MW,hydro,run-of-the-river,Q19390203,59.86684,6.08743,Kvinnherad Municipality,Vestland,Norway
Åmotsfoss kraftverk,,Åmotsfoss Kraft,3.80 MW,hydro,run-of-the-river,,,,,,
Mela kraftverk,,Småkraft,3.74 MW,hydro,water-storage,Q56405924,64.25452,12.5461,Snåsa,Trøndelag,Norway
Brunstad kraftverk,,,3.73 MW,hydro,run-of-the-river,Q17760421,62.28449,6.67718,Sykkylven Municipality,Møre og Romsdal,Norway
Coop Norge Hovedlager,,Coop,3.73 MW,solar,photovoltaic,,,,,,
Gjesdal kraftverk,,Gjesdal kraft,3.70 MW,hydro,water-storage,Q17776287,61.48723,6.12041,Sunnfjord Municipality,Vestland,Norway
Dversetelva kraftverk,,Dragefossen,3.68 MW,hydro,run-of-the-river,Q17768283,67.16109,15.40571,Saltdal Municipality,Nordland,Norway
Haugfoss kraftverk,,Kraftia Tjenester,3.60 MW,hydro,run-of-the-river,Q11974477,59.91378,9.88574,Modum Municipality,Buskerud,Norway
Kjosfoss kraftverk,,Bane Energi,3.60 MW,hydro,run-of-the-river,Q6419491,60.74698,7.1349,Aurland Municipality,Vestland,Norway
Nedrefoss kraftverk,,Nordkraft Energidrift,3.60 MW,hydro,water-storage,Q17775987,68.60896,16.49313,Harstad Municipality,Troms,Norway
Palmafossen kraftverk,,Voss Energi Produksjon,3.60 MW,hydro,run-of-the-river,Q11994659,60.63638,6.46764,Voss,Vestland,Norway
Tinfos II kraftverk,,Tinfos AS,3.50 MW,hydro,run-of-the-river,Q76737673,59.56562,9.26309,Notodden Municipality,Telemark,Norway
Tøsse kraftverk,,Småkraft,3.50 MW,hydro,water-storage,Q12008170,60.61773,5.58688,Osterøy Municipality,Vestland,Norway
Vangpollen kraftverk,,Vesterålskraft Produksjon,3.50 MW,hydro,water-storage,Q19394241,68.61161,15.58166,Sortland Municipality,Nordland,Norway
Årdal Øvre kraftverk,,Årdal Kraft AS,3.50 MW,hydro,run-of-the-river,Q19399132,61.67148,6.42469,Gloppen Municipality,Vestland,Norway
Åselva kraftverk,,Åselva Kraft AS,3.50 MW,hydro,run-of-the-river,Q19399196,61.52044,6.34005,Sunnfjord Municipality,Vestland,Norway
Midtlæger kraftverk,,Hydro Energi,3.47 MW,hydro,run-of-the-river,,,,,,
Reinfossen kraftverk,,Statkraft,3.40 MW,hydro,run-of-the-river,Q11110664,66.34963,14.34287,Rana Municipality,Nordland,Norway
Dragefossen kraftverk,,Dragefossen,3.30 MW,hydro,run-of-the-river,Q17767059,67.02392,15.32166,Saltdal Municipality,Nordland,Norway
Fritzøe Kraftverk,,Treschow Fritzøe,3.30 MW,hydro,,Q11970327,59.05229,10.01834,Larvik,Vestfold,Norway
Grøndalselva kraftverk,,Grøndalselva Kraft,3.30 MW,hydro,run-of-the-river,,,,,,
Krokevatn kraftverk,,Eviny Fornybar,3.30 MW,hydro,run-of-the-river,Q19378254,60.98385,5.69863,Høyanger Municipality,Vestland,Norway
Salhuselva kraftverk,,Clemens Kraft Drift,3.30 MW,hydro,run-of-the-river,,,,,,
Tyria I,,Eidsiva Vannkraft,3.30 MW,hydro,water-storage,Q19393631,61.11396,10.67109,Ringsaker Municipality,Innlandet,Norway
Tafjord 7 kraftverk,,Tafjord Kraftproduksjon,3.25 MW,hydro,water-storage,Q19391844,62.13981,7.4398,Fjord Municipality,Møre og Romsdal,Norway
Byro kraftverk,,Småkraft,3.20 MW,hydro,run-of-the-river,Q28719729,60.206638888,6.562361111,Ullensvang Municipality,Vestland,Norway
Kobbholm kraftverk,,Tinfos,3.20 MW,hydro,water-storage,Q19377597,69.76237,30.70635,Sør-Varanger Municipality,Finnmark,Norway
Kupe kraftverk,,Proxima Hydrotech,3.20 MW,hydro,run-of-the-river,Q37298062,61.63953,5.09801,Kinn Municipality,Vestland,Norway
Rivedal kraftverk,,Rivedal kraftverk,3.20 MW,hydro,run-of-the-river,Q19386691,61.37436,5.26151,Askvoll Municipality,Vestland,Norway
Rødberg kraftverk,,Statkraft,3.20 MW,hydro,water-storage,Q19387203,60.2629,8.97655,Nore og Uvdal Municipality,Buskerud,Norway
Svabo kraftverk,,Mo Industripark,3.20 MW,hydro,water-storage,Q11117913,66.30532,14.1799,Rana Municipality,Nordland,Norway
Trollfjord 1 kraftverk,,Trollfjord Kraft,3.20 MW,hydro,water-storage,Q19393075,68.36267,14.93089,Hadsel Municipality,Nordland,Norway
Øvrebø kraftverk,,Clemens Kraft,3.20 MW,hydro,run-of-the-river,Q110879942,61.56311,6.25965,Sunnfjord Municipality,Vestland,Norway
Nedre Leiråga kraftverk,,MIP Miljøkraft,3.15 MW,hydro,run-of-the-river,Q99278669,66.4417,13.86271,Rana Municipality,Nordland,Norway
Stokkelandsåna kraftverk,,Småkraft,3.12 MW,hydro,run-of-the-river,Q19390588,,,,,
Kangsliåga kraftverk,,Salten Kraftsamband Produksjon,3.10 MW,hydro,run-of-the-river,Q20753923,66.14801025,13.85025024,Hemnes Municipality,Nordland,Norway
Mossefossen kraftverk,,Hafslund kraft AS,3.10 MW,hydro,,Q11990074,59.43869,10.66862,Moss Municipality,Viken,Norway
Skjerva kraftverk,,Clemens Kraft,3.10 MW,hydro,run-of-the-river,Q108540281,63.06391,9.62313,Orkland Municipality,Trøndelag,Norway
Øvre Leirfoss kraftstasjon,,Statkraft,3.10 MW,hydro,run-of-the-river,Q12012003,63.37295,10.40757,Trondheim municipality,Trøndelag,Norway
Grødemfoss kraftverk,,Dalane Kraft,3.08 MW,hydro,water-storage,Q17779179,58.40599,6.10154,Eigersund Municipality,Rogaland,Norway
Gaula kraftverk,,Midt Energi,3.00 MW,hydro,run-of-the-river,Q11971612,62.802669,11.370383,Holtålen Municipality,Trøndelag,Norway
Nybrufoss kraftverk,,Kongsberg Energiselskap,3.00 MW,hydro,,Q19384118,59.66748,9.65221,Kongsberg,Buskerud,Norway
Oftedal I kraftverk,,Småkraft,3.00 MW,hydro,run-of-the-river,Q19384350,58.54214,6.7351,Sirdal,Agder,Norway
Stublielva kraftverk,,Småkraft,3.00 MW,hydro,run-of-the-river,Q28718719,68.35371,17.62327,Narvik Municipality,Nordland,Norway
Kinnforsen kraftverk,,Småkraft,2.95 MW,hydro,run-of-the-river,Q20753985,66.12789,13.6135,Vefsn Municipality,Nordland,Norway
Bergstø kraftverk,,Småkraft,2.90 MW,hydro,run-of-the-river,Q17750258,59.90605,6.49747,Etne Municipality,Vestland,Norway
Bjordalen kraftverk,,Skagerak kraft,2.90 MW,hydro,water-storage,Q17750458,59.67427,8.55899,Hjartdal,Telemark,Norway
Gisnafallet kraftverk,,Kvikne-Rennebu Kraftlag,2.90 MW,hydro,run-of-the-river,Q17776174,,,,,
Hylla kraftverk,,Hafslund Kraft,2.90 MW,hydro,,Q19375063,61.66526,12.01894,Engerdal Municipality,Innlandet,Norway
Kongsfoss kraftverk,,Kraftia Tjenester,2.90 MW,hydro,run-of-the-river,Q11981700,59.89491,9.91134,Modum Municipality,Buskerud,Norway
Liafoss kraftverk,,Albert Collett,2.90 MW,hydro,water-storage,Q19379290,64.83879,11.95332,Nærøysund Municipality,Trøndelag,Norway
Oslandsbotn kraftverk,,Sogn og Fjordane Energi,2.90 MW,hydro,run-of-the-river,Q19384784,61.42161,5.2335,Askvoll Municipality,Vestland,Norway
Sagefoss kraftverk,,Hafslund Kraft,2.90 MW,hydro,water-storage,Q19387353,58.25417,6.79248,Kvinesdal Municipality,Agder,Norway
Skar kraftverk,,Nordmøre Energiverk,2.90 MW,hydro,water-storage,Q19388717,,,,,
Skorga kraftverk,,Proxima Hydrotech,2.90 MW,hydro,run-of-the-river,Q62571031,62.72018,7.77003,Molde Municipality,Møre og Romsdal,Norway
Stongfjord kraftverk,,Sogn og Fjordane Energi,2.90 MW,hydro,run-of-the-river,Q19390602,61.427954525,5.169336119,Askvoll Municipality,Vestland,Norway
XXL hovedlager,,XXL,2.85 MW,solar,photovoltaic,,,,,,
Optimera sentrallager,,Optimera,2.84 MW,solar,photovoltaic,,,,,,
Syrifossen kraftverk,,Syrikraft,2.84 MW,hydro,run-of-the-river,Q19391519,60.64195,6.32492,Voss,Vestland,Norway
Einungstølsåna kraftverk,,Einungstølsåna Kraftverk,2.80 MW,hydro,run-of-the-river,,,,,,
Hommelfoss kraftverk,,Eviny Fornybar,2.80 MW,hydro,water-storage,Q11975760,60.90025,5.61794,Masfjorden Municipality,Vestland,Norway
Kaldsåni kraftverk,,Småkraft,2.80 MW,hydro,water-storage,Q28718629,59.54082,7.3333,Bykle Municipality,Agder,Norway
Nedre Markevatn kraftverk,,Sogn og Fjordane Energi,2.80 MW,hydro,water-storage,Q19382694,61.46297,5.32202,Askvoll Municipality,Vestland,Norway
Nedre Russvik kraftverk,,Nordkraft Energidrift,2.80 MW,hydro,water-storage,Q107094680,68.12772,16.52186,Narvik Municipality,Nordland,Norway
Rendalselva kraftverk,,Meløy Energi,2.80 MW,hydro,run-of-the-river,Q19386465,66.80355,13.76361,Meløy,Nordland,Norway
Røstad kraftverk,,Nordkraft Energidrift,2.80 MW,hydro,run-of-the-river,Q19387275,63.67337,10.63088,Indre Fosen Municipality,Nord-Trøndelag,Norway
Sagelva kraftverk,,Brødrene Dahl,2.80 MW,hydro,run-of-the-river,,,,,,
Tafjord 8 kraftverk,,Tafjord Kraftproduksjon,2.80 MW,hydro,water-storage,Q19391845,62.1127,7.38767,Fjord Municipality,Møre og Romsdal,Norway
Ursdalselva kraftverk,,Småkraft,2.80 MW,hydro,run-of-the-river,Q20753892,65.94188,13.06426,Vefsn Municipality,Nordland,Norway
Venna kraftverk,,Småkraft,2.80 MW,hydro,run-of-the-river,Q19397725,63.34816,9.28103,Heim Municipality,Trøndelag,Norway
Vestrebotn kraftverk,,Eviny Fornybar,2.80 MW,hydro,water-storage,Q19397961,60.99498,5.72295,Høyanger Municipality,Vestland,Norway
Årdal Nedre kraftverk,,Årdal Kraft AS,2.80 MW,hydro,run-of-the-river,Q19399131,61.67592,6.40304,Gloppen Municipality,Vestland,Norway
Kvernstad kraftverk,,Kvernstad Kraft,2.75 MW,hydro,run-of-the-river,Q19378555,63.446087,9.36166,Orkland Municipality,Sør-Trøndelag,Norway
Bele kraftverk,,Bele Kraft,2.70 MW,hydro,run-of-the-river,Q25435371,63.01753,8.52747,Surnadal Municipality,Møre og Romsdal,Norway
Brødbølfoss kraftverk,,Hafslund Kraft,2.70 MW,hydro,,Q11962472,60.03346,12.37126,Kongsvinger Municipality,Innlandet,Norway
Helgheim kraftverk,,Nydalselva kraft,2.70 MW,hydro,run-of-the-river,Q56408414,61.56185,6.4035,Sunnfjord Municipality,Vestland,Norway
Lappvikelva kraftverk,,Nordkraft Energidrift,2.70 MW,hydro,run-of-the-river,Q19378980,68.20774,17.36617,Narvik,Narvik Municipality,Norway
Raubergfossen kraftverk,,Midt Energi,2.70 MW,hydro,run-of-the-river,Q11997197,62.942927,11.107564,Holtålen Municipality,Trøndelag,Norway
Røyrvatn kraftverk,,Indre Salten Energi Produksjon Røyrvatn,2.70 MW,hydro,water-storage,Q11110763,67.31365,15.67664,Sørfold Municipality,Nordland,Norway
Snefjellå kraftverk,,Snefjellåkraft A/S,2.70 MW,hydro,run-of-the-river,Q28719337,66.38485,13.99116,Rana Municipality,Nordland,Norway
Storfallet Kraftverk,,,2.70 MW,hydro,run-of-the-river,Q12003438,61.37182,11.10412,Stor-Elvdal Municipality,Innlandet,Norway
Kvamselva kraftverk,,Eviny Fornybar,2.67 MW,hydro,run-of-the-river,Q28718711,61.38256,5.65406,Sunnfjord Municipality,Vestland,Norway
Bentsjord kraftverk,,Bekk og Strøm,2.66 MW,hydro,run-of-the-river,Q25434889,69.3554,20.09348,Storfjord Municipality,Troms,Norway
Heina kraftverk,,Clemens Kraft,2.63 MW,hydro,run-of-the-river,Q19373961,62.77124,8.00114,Molde Municipality,Møre og Romsdal,Norway
Djupfjord 2 kraftverk,,Vesterålskraft Produksjon,2.60 MW,hydro,water-storage,Q11111135,68.5866,15.51437,Sortland Municipality,Nordland,Norway
Haukvik kraftverk,,Haukvik Kraft,2.60 MW,hydro,water-storage,Q19373809,63.195509,8.930565,Heim Municipality,Sør-Trøndelag,Norway
Ljøsåa kraftverk,,Småkraft,2.60 MW,hydro,run-of-the-river,Q19380073,62.6698,8.37469,Sunndal Municipality,Møre og Romsdal,Norway
Luostejok kraftverk,,Luostejok Kraftlag,2.60 MW,hydro,water-storage,Q19380315,69.82947,25.1672,Porsanger,Finnmark,Norway
Skjærlivatn kraftverk,,TrønderEnergi Kraft,2.60 MW,hydro,water-storage,Q19388958,64.227471,10.405576,Roan Municipality,Sør-Trøndelag,Norway
Syversætre Foss kraftverk,,Syversætre Foss Kraftverk A/S,2.60 MW,hydro,run-of-the-river,Q25425390,60.62981,12.03068,Åsnes Municipality,Innlandet,Norway
Osteren kraftverk,,Troms Kraft Produksjon,2.54 MW,hydro,water-storage,Q11994330,69.3117,17.16598,Senja Municipality,Troms,Norway
Asko Vest,,Asko Vest,2.51 MW,solar,photovoltaic,,,,,,
Ardalen kraftverk,,Småkraft AS,2.50 MW,hydro,run-of-the-river,Q11958589,60.47622,5.77782,Vaksdal Municipality,Vestland,Norway
Arneselv kraftverk,,Nordkraft Energidrift,2.50 MW,hydro,water-storage,Q17749342,68.34621,16.92809,Narvik Municipality,Nordland,Norway
